 # xp yp zp bx by bz
 0.00000E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85639E-06
 0.13793E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85675E-06
 0.27586E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85783E-06
 0.41379E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85962E-06
 0.55172E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.86215E-06
 0.68966E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.86541E-06
 0.82759E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.86943E-06
 0.96552E-01 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.87420E-06
 0.11034E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.87976E-06
 0.12414E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.88612E-06
 0.13793E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.89330E-06
 0.15172E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.90134E-06
 0.16552E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.91025E-06
 0.17931E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.92008E-06
 0.19310E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.93086E-06
 0.20690E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.94263E-06
 0.22069E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.95544E-06
 0.23448E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.96934E-06
 0.24828E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.98439E-06
 0.26207E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10006E-05
 0.27586E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10182E-05
 0.28966E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10371E-05
 0.30345E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10574E-05
 0.31724E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10792E-05
 0.33103E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11027E-05
 0.34483E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11279E-05
 0.35862E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11550E-05
 0.37241E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11841E-05
 0.38621E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.12153E-05
 0.40000E+00 -0.40000E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.12489E-05
 0.00000E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83631E-06
 0.13793E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83666E-06
 0.27586E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83770E-06
 0.41379E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83943E-06
 0.55172E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.84188E-06
 0.68966E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.84503E-06
 0.82759E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.84891E-06
 0.96552E-01 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85353E-06
 0.11034E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85890E-06
 0.12414E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.86505E-06
 0.13793E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.87200E-06
 0.15172E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.87976E-06
 0.16552E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.88838E-06
 0.17931E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.89788E-06
 0.19310E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.90830E-06
 0.20690E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.91968E-06
 0.22069E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.93207E-06
 0.23448E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.94550E-06
 0.24828E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.96005E-06
 0.26207E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.97575E-06
 0.27586E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.99269E-06
 0.28966E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10109E-05
 0.30345E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10306E-05
 0.31724E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10516E-05
 0.33103E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10743E-05
 0.34483E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.10986E-05
 0.35862E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11248E-05
 0.37241E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11528E-05
 0.38621E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.11829E-05
 0.40000E+00 -0.38621E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.12153E-05
 0.00000E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.81757E-06
 0.13793E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.81791E-06
 0.27586E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.81891E-06
 0.41379E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.82059E-06
 0.55172E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.82296E-06
 0.68966E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.82601E-06
 0.82759E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.82977E-06
 0.96552E-01 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83423E-06
 0.11034E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.83943E-06
 0.12414E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.84538E-06
 0.13793E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85211E-06
 0.15172E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.85962E-06
 0.16552E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.86797E-06
 0.17931E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.87716E-06
 0.19310E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.88725E-06
 0.20690E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.89827E-06
 0.22069E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.91025E-06
 0.23448E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.92326E-06
 0.24828E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.93733E-06
 0.26207E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.95253E-06
 0.27586E+00 -0.37241E+00  0.00000E+00  0.00000E+00 -0.00000E+00  0.96892E-06
